Original_Index,Text,True_Label,True_Binary,AI_Predictions,AI_Binary,Reasoning
359,"Person1: Any vulnerability he senses, he'll exploit.
Person2: I'll be okay.
Person1: It's a poker game with this young man. Don't let him see what you've got.",nan,0,"['Intimidation', 'Denial', 'Persuasion or Seduction']",1,"manip_score=0.962; Intimidation=0.965, Denial=0.907, Persuasion or Seduction=0.893"
360,"Person1: I mean, do you realize what you've... well, of course you realize, that's why you're confessing, I mean... I mean... how could you do that?
Person2: I didn't know it would get sent.  I just wanted you to... get mad at Kimmy... and...",Rationalization,1,"['Accusation', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.949; Accusation=0.945, Intimidation=0.942, Shaming or Belittlement=0.919"
361,"Person1: I don't think that's funny.
Person2: It wasn't meant to be.
Person1: I confide in you and rely on you more than anyone I've ever known! To say a thing like that now - without any reason - when I need you more than ever...
Person2: I hope you mean what you say, Eve. I intend to hold you to it.","Playing Victim Role,Accusation",1,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.685; Intimidation=0.967, Shaming or Belittlement=0.963, Accusation=0.910"
362,"Person1: And probably never again. It's nothing personal. It's just...I know a lot of pilots. Maybe I'm immune...
Person2: Don't worry, I'm a new strain. And I don't give up. Everything I've ever wanted I've had to work like hell for. Well, how about it?
Person1: How about what?
Person2: How about anything, anything you want to do.
Person1: Hard to argue with that, isn't it...
Person2: A date... Coffee... A drink...A walk in the park.
Person1: What about the plane?
Person2: What plane.
Person1: Most of them invite me to sit in the cockpit...play with the levers and things. MAVERICK Well, get used to it.
Person1: Used to what?
Person2: I'm different.
Person1: I'm starting to sense that now.",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.634; Persuasion or Seduction=0.990, Intimidation=0.967, Accusation=0.891"
363,"Person1: Why?
Person2: Don't it matter none he's makin' ya out a fool? -- I'd break his lips.
Person1: It don't matter.
Person2: He's takin' cheap shots.
Person1: It don't bother me none.
Person2: Yo, Rock -- now ya'll be lookin' for people to help, right?
Person1: Help what?
Person2: Y'know, to help keep ya livin' clean.
Person1: I'll do okay.
Person2: Ya gotta have a guy help ya exercise, mebbe somebody to be standin' by with a towel or run errands, y'know.
Person1: Hey, who cared about me yesterday, huh? Nobody -- I think I'm gonna train myself.
Person2: Without havin' good people around, ya won't have such a good chance.",Persuasion or Seduction,1,"['Intimidation', 'Accusation', 'Shaming or Belittlement']",1,"manip_score=0.640; Intimidation=0.983, Accusation=0.980, Shaming or Belittlement=0.972"
364,"Person1: He's arrogant and threatening. Voice stress points suggest he's worrying.
Person2: Hiding something?
Person1: It was in his bag. Now it's not.
Person2: Destroy his credibility before he goes public. Neutralize him. I don't want anyone listening to a word he has to say. Tell me about Rachel Banks.",nan,0,"['Intimidation', 'Accusation', 'Shaming or Belittlement']",1,"manip_score=0.862; Intimidation=0.992, Accusation=0.989, Shaming or Belittlement=0.981"
365,"Person1: Don't you even miss me? Didn't I mean anything to you?
Person2: Nothing.",Denial,1,"['Shaming or Belittlement', 'Intimidation', 'Accusation']",1,"manip_score=0.628; Shaming or Belittlement=0.966, Intimidation=0.966, Accusation=0.961"
366,"Person1: Oh, Bruce, let me see that money Hildy gave you.
Person2: The money? Why?
Person1: There's a lot of counterfeit big bills going around.
Person2: Gee! Take a look, will you?",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.767; Persuasion or Seduction=0.986, Intimidation=0.981, Shaming or Belittlement=0.949"
367,"Person1: I remind you, Senor Colon, that you are in no position to bargain with me.
Person2: I'm not bargaining!
Person1: Then you are too ambitious.",Brandishing Anger,1,"['Intimidation', 'Accusation', 'Shaming or Belittlement']",1,"manip_score=0.650; Intimidation=0.994, Accusation=0.976, Shaming or Belittlement=0.973"
368,"Person1: Grateful!?
Person2: ""... It's all there in the three notebooks. Read them in order. If you don't want to, I suppose that's okay too. But in that case I want you to know something -- I never stopped loving your father. He was a very good man. It's just that my love for Robert was different. He brought out something in me no one had ever brought out before, or since. He made me feel like a woman in a way few women, maybe more, ever experience...""
Person1: That's it!",nan,0,"['Persuasion or Seduction', 'Intimidation']",1,"manip_score=0.683; Persuasion or Seduction=0.781, Intimidation=0.469, Accusation=0.265"
369,"Person1: It belongs to me, Miz Lampert -- an' if you don't give it to me your life ain't gonna be worth the paper it's printed on. You savvy what I'm sayin', Miz Lampert?
Person2: Please stop -- please!
Person1: You think on it real careful-like, Miz Lampert -- y'hear?",Intimidation,1,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.763; Intimidation=0.998, Persuasion or Seduction=0.986, Shaming or Belittlement=0.982"
370,"Person1: You followed me. I can't believe it!
Person2: I didn't follow you!
Person1: You followed me!
Person2: Why? 'Cause I... was walkin' along a block behind you staring at you? That's not following!
Person1: Well, what is your definition of following?
Person2: Following is different. I was spying.
Person1: Do you realize how paranoid you are?
Person2: Paranoid? I'm looking at you. You got your arms around another guy.
Person1: That is the worst kind of paranoia.
Person2: Yeah-well, I didn't start out spying. I-I thought I'd surprise yuh. Pick you up after school.
Person1: Yeah-well, you wanted to keep the relationship flexible, remember? It's your phrase.
Person2: Oh, stop it. But you were having an affair with your college professor. That jerk that teaches that incredible crap course ""Contemporary Crisis in Western Man""!
Person1: ""Existential Motifs in Russian Literature""! You're really close.
Person2: What's the difference? It's all mental masturbation.
Person1: Oh, well, now we're finally getting to a subject you know something about!","Shaming or Belittlement,Accusation",1,"['Shaming or Belittlement', 'Intimidation', 'Persuasion or Seduction']",1,"manip_score=0.729; Shaming or Belittlement=0.946, Intimidation=0.859, Persuasion or Seduction=0.838"
371,"Person1: Okay. I think everything's set.  You've got the number for Cape Cod, right? Just in case something goes wrong.
Person2: No problem, Vinnie. Everything's under control.  I could run this store in my sleep.
Person1: How long you been working for me, Auggie?
Person2: I don't know. Thirteen, fourteen years. Something like that.
Person1: It's pretty crazy, don't you think? I mean, a smart guy like you. What do you want to hang on to a dead-end job like this for?
Person2: I don't know.  Maybe because I love you so much, boss.
Person1: Gosh. You should have been married to someone by now. You know, settled down somewhere with a kid or two, a nice steady job.
Person2: I almost got married once.
Person1: Yeah, I know. To that girl who moved to Pittsburgh.
Person2: Ruby McNutt. My one true love.
Person1: Sounds like another one of your stories to me.
Person2: She upped and married some other cat after I joined the navy. By the time I got my discharge, though, she was divorced. Her husband poked out her eye in a domestic quarrel.
Person1: Lovely.
Person2: She made a play for me after I got back, but her glass eye kept interfering with my concentration. Every time we got into a clinch, I'd start thinking about that hole in her head, that empty socket with the glass eye in it. An eye that couldn't see, an eye that couldn't shed any tears. The minute I started thinking about it, Mr. Johnson would get all soft and small. And I can't see getting married if Mr. Johnson isn't going to be in tiptop shape.
Person1: You don't take anything seriously, do you?
Person2: I try not to, anyway. It's better for your health. I mean, look at you, Vincent. You're the guy with the wife and three kids and the ranch house on Long Island. You're the guy with the white shoes and the white Caddy and the white shag carpet. But you've had two heart attacks, and I'm still waiting for my first.
Person1: I should stop smoking these damn things is what I should do. They are going to kill me one day.
Person2: Enjoy it while you can, Vin. Pretty soon, they're going to legislate us out of business anyway.
Person1: They catch you smoking tobacco, they'll stand you up against a wall and shoot you.
Person2: Tobacco today, sex tomorrow. In three or four years, it'll probably be against the law to smile at strangers.
Person1: Speaking of which, are you still going ahead with that deal on the Montecristos?
Person2: It's all set. My guy in Miami said he'd have them within the next few weeks.  Are you sure you don't want to go in with me? Five thousand dollars outlay, a guaranteed ten-thousand-dollar return. A consortium of Court Street lawyers and judges. They're just drooling to get their lips around some genuine Cuban cigars.
Person1: No thanks. I don't care what you do, but just make sure you don't get caught, okay? The last I heard, it was still illegal to sell Cuban cigars in this country.
Person2: It's the law that's buying. That's what's so beautiful about it. I mean, when was the last time you heard of a judge sending himself to jail?
Person1: Suit yourself. But don't keep the boxes around here long.
Person2: They come in, they go out. I've got it planned to the last detail.
Person1: I've got to get moving. Terry will bust my chops if I'm late. See you in September, Auggie.
Person2: Okay, my man. Love to the wife and kids, et cetera, et cetera. Drop me a postcard if you can remember the address.","Rationalization,Persuasion or Seduction",1,"['Shaming or Belittlement', 'Persuasion or Seduction', 'Rationalization']",1,"manip_score=0.525; Shaming or Belittlement=0.567, Persuasion or Seduction=0.490, Rationalization=0.428"
372,"Person1: How many bullets?
Person2: Three bullets -- minimum.
Person1: No way. No absolutely way!
Person2: I'll pick the moment, Nick. The game goes on until I move. When I start shooting, go for the nearest guard and get his gun.
Person1: No. No way!
Person2: When you get the AK, open up. You got me? Open up.
Person1: YOU'RE CRAZY!!!... NO WAY!... NOW YOU'RE CRAZY!!! YOU'RE COMPLETELY CRAZY!!!",Persuasion or Seduction,1,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.727; Intimidation=0.994, Shaming or Belittlement=0.992, Accusation=0.991"
373,"Person1: I wouldn't have, uh, killed you, Father.  Dominus Ominus. Remember, you're bound. You can't talk about this... to anyone.
Person2: Just go!",Intimidation,1,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.711; Intimidation=0.974, Shaming or Belittlement=0.864, Persuasion or Seduction=0.611"
374,"Person1: Later. But first -- him.
Person2: David?
Person1: Exactly. Now I've been thinking --
Person2: Oh, good.
Person1: He won't do anything for me, but for you --
Person2: Forget it.
Person1: He isn't safe up there. If you really cared about him, you'd use your influence to get him down, then he'd be safe.
Person2: And the money?
Person1: We could put it somewhere.
Person2: Where he can't get it?
Person1: Now you thought of that, not me.
Person2: Forget it -- he'll come down.",Persuasion or Seduction,1,"['Persuasion or Seduction', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.661; Persuasion or Seduction=0.979, Intimidation=0.979, Shaming or Belittlement=0.934"
375,"Person1: Agnes. What did your mother do to you?  If you can't answer me, just shake your head yes or no. Did... did she hit you?  Did she make you do something you didn't want to?  Did it make you feel uncomfortable to do it?  Did it embarrass you?  Did it... did it hurt you?  What did she make you you do?
Person2: No...
Person1: You can tell me.
Person2: I can't.
Person1: She's dead isn't she?
Person2: Yes.
Person1: She can't hurt you any more.
Person2: She can.
Person1: How?
Person2: She watches... she listens.
Person1: Agnes, I don't believe that. Tell me. I'll protect you from her.
Person2: She...
Person1: Yes?
Person2: ... makes me...
Person1: Yes?
Person2: ... take off my clothes and then... she makes fun of me.
Person1: She tells you you're ugly?
Person2: Yes.
Person1: And that you're stupid?
Person2: Yes.
Person1: That you're a mistake?
Person2: She says my whole body's a mistake.
Person1: Why?
Person2: Because she says if I don't watch out I'll have a baby.
Person1: How does she know that?
Person2: Her headaches.
Person1: Oh, yes.
Person2: And then...
Person1: What?
Person2: She touches me down there with a cigarette.  Please Mommy, don't touch me like that any more. I'll be good,  I won't be a baby any more.
Person1: Agnes, oh Agnes, Agnes I want you to do something. I want you to pretend that I'm your mother. Oh yes, only this time I want you to tell me what you're feeling, alright?
Person2: I'm afraid.
Person1: Please!  I want to help you. Let me help you.
Person2: Alright.
Person1: Agnes, you're ugly!... what do you say? Of course you do. Agnes, you're ugly!... what do you say?
Person2: No I'm not.
Person1: Are you pretty?
Person2: Yes.
Person1: Agnes, you're stupid.
Person2: No I'm not.
Person1: Are you intelligent?
Person2: Yes I am.
Person1: You're a mistake.
Person2: I'm not mistake, I'm here aren't I. How can I be a mistake if I'm really here. God doesn't make mistakes, you're a mistake...","Shaming or Belittlement,Persuasion or Seduction",1,"['Shaming or Belittlement', 'Accusation', 'Persuasion or Seduction']",1,"manip_score=0.586; Shaming or Belittlement=0.936, Accusation=0.919, Persuasion or Seduction=0.902"
376,"Person1: They're not bad.
Person2: No, they're not.  I'd say your investment was paying dividends.
Person1: My what?
Person2: Back in '37, you heard Benny Goodman play for the first time, so you went out and got a used clarinet.  You wanted nothing more than to be able to play like him. You tried hard, but it wasn't long before it was clear that Benny Goodman would never be looking over his shoulder.  So you gave the clarinet to Spencer.
Person1: Huh.  That was nice of me.
Person2: You had a hidden agenda, though. See, when he was five or six, little Spence used to follow you around like a puppy.  Bothered the hell out of you.  But as soon as you gave him the clarinet...
Person1: ... he started practicing, and he left me alone from then on.
Person2: Exactly.  And he got good.
Person1: No kidding.",nan,0,"['Persuasion or Seduction', 'Accusation', 'Playing the Victim Role']",1,"manip_score=0.662; Persuasion or Seduction=0.949, Accusation=0.902, Playing the Victim Role=0.838"
377,"Person1: Harry, you think we go to see your movies? I've seen better film on teeth. Makes no difference to me which one our money's in. So how 'bout you take our twenty points out of ""Freaks"" and put 'em in this other one, ""Mr. Loverboy"".
Person2: I can't do it.
Person1: You positive about that?
Person2: It's a different kind of deal.",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.582; Intimidation=0.977, Shaming or Belittlement=0.975, Persuasion or Seduction=0.966"
378,"Person1: 
Person2: Is this stool taken?
Person1: No, go--
Person2: You look good, Richard.
Person2: You look fit...healthy...
Person2: ...not at all like a man responsible for the deaths of eighteen peo-...
Person2: ...-ple.
Person1: Is that why you're here?  To blame...
Person1: ...me?  Well, you could've saved yourself the trip.
Person1: I know where the  blame belongs.  But I didn't put you in prison, Andrew.  The government did...
Person1: ...that.
Person2: Oh, I'm well aware of what the government did, I assure you.  Actually, I've just come to say how grateful I am to you...
Person2: ...and the government.
Person1: Grateful?
Person2: Mm-hm.
Person2: Together, you gave me the opportunity to realize just how very wrong my life had gone.
Person2: Do you remember telling me once that all through my career, I'd never fit in?  Well...
Person2: ...you were right, of course.  But after...
Person2: ...years of thinking the matter over, I began to see that the whole thing wasn't really my problem.
Person2: What rational man could fit in with the sorts of things our government was doing? The sorts of things you've...
Person2: ...always done, Richard?
Person1: Do you think I haven't seen the bodies of those...
Person1: ...men every time I've closed my eyes?  But after you went away, I--
Person2: Went away?
Person2: ""Went away.""  I like that.
Person2: Almost quaint.
Person1: All right.  After they put you away...
Person1: ...I began trying to find ways of controlling the effects of the weapon that we tested on Horn Island.
Person2: And let me guess.  You failed.
Person1: So far, ye-yes.
Person2: Why is it you scientists can create implements of destruction...","Accusation,Shaming or Belittlement",1,"['Persuasion or Seduction', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.679; Persuasion or Seduction=0.955, Shaming or Belittlement=0.941, Accusation=0.937"
379,"Person1: Why can't he help me now?  He's sitting two feet away from me!
Person2: Come on, Quentin, isn't that pretty selfish, putting yourself ahead of the mission?
Person1: Look, I'm shot - it hurts.
Person2: Lieutenant Quiffer, we're all sorry you were hit, and we'll help you stick it together as soon as we get squared away.
Person1: Look, can't someone help me?",Accusation,1,"['Shaming or Belittlement', 'Intimidation', 'Persuasion or Seduction']",1,"manip_score=0.692; Shaming or Belittlement=0.991, Intimidation=0.978, Persuasion or Seduction=0.975"
380,"Person1: Uh, you first.
Person2: C'mon, Beavis, just start running really fast when you hit the ground. It'll work.
Person1: Okay. I'll go right after you.",nan,0,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.705; Intimidation=0.982, Persuasion or Seduction=0.965, Shaming or Belittlement=0.936"
381,"Person1: Dan!  The spare costumes!  I can't believe you kept them.
Person2: Me neither.  Mine barely even fits.  The thing is, I try to remember why we did it, and I can't.  Helping people, or righting wrongs, or trying to save the world . . . I don't know.  It all seems so abstract.",nan,0,['Safe / No Manipulation'],0,No clear manipulative intent detected.
382,"Person1: She tryin' to work your ass against me, ain't she?
Person2: Yep.
Person1: You didn't even hafta say it. I know the woman.
Person2: Well, why the heck keep her around?
Person1: 'Cause she my fine little surfer gal. She can't do me no harm. Fact she think she can play you against me shows how little she knows. You could teach that bitch for days how it is 'tween me an you, she never understand a damn word.
Person2: Why do you let someone know your business you can't trust?
Person1: I don't hafta trust her, I know her.
Person2: What does that mean?
Person1: You can't trust Melanie. But you can always trust Melanie to be Melanie.",nan,0,"['Intimidation', 'Accusation', 'Persuasion or Seduction']",1,"manip_score=0.786; Intimidation=0.986, Accusation=0.980, Persuasion or Seduction=0.974"
383,"Person1: You see, somebody went to a lot of trouble here, and I want to find out, lawsuit or no lawsuit. I'm not the one who's supposed to be caught with my pants down... so I'd like to see your husband. Unless that's a problem.
Person2: What do you mean?
Person1: May I speak frankly, Mrs. Mulwray?
Person2: You may if you can, Mr. Gittes.
Person1: Well, that little girlfriend, she was attractive in a cheap sort of way of course.  She's disappeared. Maybe they disappeared together somewhere.
Person2: Suppose they did. How does it concern you?
Person1: Nothing personal, Mrs. Mulwray, I just --
Person2: It's very personal. It couldn't be more personal. Is this a business or an obsession with you?
Person1: Look at it this way. Now this phony broad, excuse the language, says she's you, she's hired me. Whoever put her up to it, didn't have anything against me. They were out to get your husband. Now if I see him, I can help him.  Did you talk this morning?",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.686; Persuasion or Seduction=0.941, Intimidation=0.913, Accusation=0.885"
384,"Person1: Where's mine?! Where's my parachute?
Person2: Miss Teschmacher, Superman is a fairly bright individual. My understanding of the way he works is that he won't be fooled by a simple trick.
Person1: Good. Fine. Now where's my parachute?
Person2: I'm wearing it.
Person1: I mean the other one!
Person2: What other one?
Person1: You can't do this to me!
Person2: Of course I can. I love you.",Rationalization,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
385,"Person1: Why not?
Person2: I don't know. Everything seems like nothing now against that I want you in my bed. I don't care if I burn in hell. I don't care if you burn in hell. The Past and Future is a joke to me now. I see that they're nothing, I see they ain't here. The only thing that's here is you. And me. I want you to come upstairs. Now. I tried to take everything last night, like you told me, but I couldn't. I couldn't take everything in a hundred years. It's the way we are. We compound each other.
Person1: Let me go home.
Person2: No.
Person1: Let me go home.
Person2: No.
Person1: I'm freezing to death.
Person2: Come upstairs. I don't care why you come. No, that's not what I mean. Loretta, I love you. Not like they told you love is and I didn't know this either. But love don't make things nice, it ruins everything, it breaks your heart, it makes things a mess. We're not here to make things perfect. Snowflakes are perfect. The stars are perfect. Not us. We are here to ruin ourselves and break our hearts and love the wrong people and die! The storybooks are bullshit. Come upstairs with me, baby! Don't try to live your life out to somebody else's idea of sweet happiness. Don't try to live on milk and cookies when what you want is meat! Red meat just like me! It's wolves run with wolves and nothing else! You're a wolf just like me! Come upstairs with me and get in my bed! Come on! Come on! Come on!",Persuasion or Seduction,1,"['Persuasion or Seduction', 'Intimidation', 'Accusation']",1,"manip_score=0.520; Persuasion or Seduction=0.977, Intimidation=0.935, Accusation=0.898"
386,"Person1: You see Max Cherry in the dress department. We're about to be handed half-a-million dollars -- Man, look at me when I'm talking to you! And you don't think nothing of him being there!
Person2: Do Max Cherry and Jackie Brown know each other?
Person1: Hell, yes, they know each other. He bonded her out of county.
Person2: How am I supposed to know that?
Person1: You know the bail bondsman, don't ya? You know every last one of them folks is crooked as heck?
Person2: Why should I think anything's weird, if I don't know nothin' about them knowing each other?
Person1: Man, I don't want to hear your excuses!","Rationalization,Brandishing Anger",1,"['Intimidation', 'Accusation', 'Shaming or Belittlement']",1,"manip_score=0.727; Intimidation=0.995, Accusation=0.982, Shaming or Belittlement=0.967"
387,"Person1: Looks like we got a couple of live ones. How long these boys in for?
Person2: Judge gave 'em the long ride.
Person1: Life, huh? They step outta line again, we'll shorten up that sentence real fast.",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.634; Intimidation=0.997, Shaming or Belittlement=0.972, Persuasion or Seduction=0.963"
388,"Person1: I mean, for good, Jeffrey.
Person2: For good? I can't Mom. Not right in the middle of the term.
Person1: Jeffrey, honey. Your father's condition is serious. It's going to cost so much. We just won't have the money to keep you in school. I'm telling you this now, so that you can get your things together and check out of school, honey, or whatever you have to do, it'll save you another trip back. You're going to have to work at the store.
Person2: Mom.","Rationalization,Persuasion or Seduction",1,"['Intimidation', 'Persuasion or Seduction', 'Shaming or Belittlement']",1,"manip_score=0.612; Intimidation=0.988, Persuasion or Seduction=0.976, Shaming or Belittlement=0.956"
389,"Person1: Aw, lookit this, lookit this -- she's bringin' Tampax in here. C'mon, you got nothin' but rooms over there.
Person2: That your desk?  I'll take this one.
Person1: WOULD YOU JUST GET OUTTA HERE?
Person2: Listen, Sex Ape.  I'm here to stay. And if you don't want me for a roommate or classmate, you got two options -- move out or ring out. End of file.","Shaming or Belittlement,Brandishing Anger",1,"['Intimidation', 'Shaming or Belittlement', 'Persuasion or Seduction']",1,"manip_score=0.698; Intimidation=0.996, Shaming or Belittlement=0.990, Persuasion or Seduction=0.966"
390,"Person1: I know whose blood you need, to end the curse.
Person2: Say the name, or I slit your throat.
Person1: No you won't.",Intimidation,1,"['Intimidation', 'Persuasion or Seduction', 'Accusation']",1,"manip_score=0.844; Intimidation=0.994, Persuasion or Seduction=0.956, Accusation=0.909"
391,"Person1: What does this mean to you?
Person2: ...I had a dream about...something like that.
Person1: You had a bullet from World War One in your leg, James!  How did it get there?
Person2: You said I had delusions -- that I created a world -- you said you could explain everything...
Person1: Well, I can't. ... I mean...I'm trying to.  I can't believe that everything we do or say has already happened, that we can't change what's going to happen, that I'm one of the three billion people who are going to die...soon.",nan,0,"['Intimidation', 'Shaming or Belittlement', 'Accusation']",1,"manip_score=0.688; Intimidation=0.885, Shaming or Belittlement=0.880, Accusation=0.864"
392,"Person1: I'm saving them for a rainy day.
Person2: gives her a sympathetic look.
Person2: I know it's hard for you being in here, but it is for the good of your health.
Person1: They sent me off to the Bahamas ""for the good of my health."" They sent me to the Bay of bloody Islands ""for the good of my health.""
Person2: looks startled at the outburst.
Person1: I'm sorry, Mrs. Rieper. I'm feeling quite fatigued.
Person2: We don't want to tire you out, dear.
Person2: stands and picks up her handbag. Pauline stands and Juliet grabs her hand.
Person1: Can't you stay a bit longer, Paul?",Shaming or Belittlement,1,"['Persuasion or Seduction', 'Shaming or Belittlement', 'Intimidation']",1,"manip_score=0.558; Persuasion or Seduction=0.941, Shaming or Belittlement=0.925, Intimidation=0.844"
393,"Person1: What?
Person2: My parents baby-sitter canceled.
Person1: So?
Person2: So I have to watch Jamie tonight.
Person1: When did you find this out?
Person2: This morning.
Person1: Well you found out this morning? Why didn't you tell me before? I mean it's 5 o'clock now Rachel...shit
Person2: Don't get angry.
Person1: I'm not angry it's just",Brandishing Anger,1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
394,"Person1: It's a very nice letter. But I have to go with what's best for the students.
Person2: What does that mean?
Person1: I need someone to work on budget projections.
Person2: Office work?
Person1: Or, of course, you could take a sabbatical the rest of the year.",Rationalization,1,"['Persuasion or Seduction', 'Intimidation', 'Shaming or Belittlement']",1,"manip_score=0.559; Persuasion or Seduction=0.933, Intimidation=0.908, Shaming or Belittlement=0.837"
395,"Person1: You're all packed.  And here's your bus ticket. You're on your way back to St. Anne's.
Person2: Pop, I'm not ready to go back yet.
Person1: Edie, for years we pushed quarters into a cookie jar, to keep you up there with the Sisters, and to keep you from things like I just seen out the window. My own daughter arm-in-arm with Terry Malloy. You know who Terry Malloy is?
Person2: Who is he, Pop?
Person1: Who is he! Edie, you're so softhearted and soft-headed you wouldn't recognize the devil if he had you by the throat. You know who this Terry Malloy is? The kid brother of Charlie the Gent, Johnny Friendly's right hand, a butcher in a camel hair coat.
Person2: Are you trying to tell me Terry is too?
Person1: I'm not trying to tell you he's Little Lord Fauntleroy.
Person2: He tries to act tough, but there's a look in his eyes that... .
Person1: A look in his eyes! Hold your hats, brother, here we go again. You think he's one of those cases you're always draggin' in and feelin' sorry for. Like the litter of kittens you hadthe only one she wants to keep has six toes and it's cockeyed to boot. Look at him. The bum! And the crush you had on that little Abyssinian... .
Person2: He wasn't Abyssinian, Pop, Assyrian... .
Person1: Six-toed cats. Assyrians. Abyssinians. It's the same difference. Well don't think this Terry Malloy is any six-toed cockeyed Assyrian. He's a bum. Charley and Johnny Friendly owned him when he was a fighter and when they ring the bell he still goes into action.
Person2: He wanted to see me again.
Person1: You think we kept you out in Tarrytown just to have you go walkin' with a corner saloon hoodlum like Terry Malloy? Now get back to Tarrytown, before I put a strap to you.
Person2: And learn about charity and justice and all the other things people would rather talk about than practice? Pop goes up to her and holds out his two arms, his right one closer to Edie; he trembles with emotion.
Person1: See this arm? It's two inches longer 'n the other one. That's years of workin' and sweatin', liftin' and swingin' a hook. And every time I heisted a box or a coffee bag I says to myselfthis is for Edie, so she can be a teacher or somethin' decent. I promised your mother. You better not let her down.",Intimidation,1,"['Shaming or Belittlement', 'Persuasion or Seduction', 'Intimidation']",1,"manip_score=0.707; Shaming or Belittlement=0.978, Persuasion or Seduction=0.976, Intimidation=0.973"
396,"Person1: Okay, Karl, the reason I brought you here was to talk to you about something that is on my mind.  I guess I'll put it right out on the table. Where do I start. Linda and Frank are very important to me. They're like family. My own family was never like family. They're horrible people. As a matter of fact I prayed every night for years that my father would die. I finally realized through a lot of therapy that I was wasting my energy on hating him. Now I just don't care.  You see, you and I are a lot alike, strange as that may seem. I mean not physically or even mentally really, just well, maybe emotionally or actually the hand we've been dealt in life. We're different. People see us as being different anyway. You're -- well you have your affliction or whatever and I, well mine's not as easy to see. I'm just going to say it. I'm gay.  Does that surprise you?  That I'm gay. You know what being gay is, don't you?
Person2: I reckon not.
Person1: Homosexual. I like men. Sexually.
Person2: Not funny, ha, ha, funny queer.
Person1: Well that's a very offensive way to put it. You shouldn't say that. You were taught that, weren't you?
Person2: I've heard it said that way.
Person1: Anyway, it's hard to live gay, that's the right way to say it, in a small town like this. I've wanted to leave many times, but my love for Linda and Frank and another certain person that we won't go into have kept me from it. Anyway, I'm rambling. If you're going to live in the Wheatly garage you need to know that it won't be easy. Doyle is a monster. Not just a closed minded redneck, but a monster. A dangerous person. I've told Linda that one day that man is going to really hurt her or that boy. Maybe even kill one of them. I see it in his eyes. I'm very in tune, maybe even psychic. Doyle will make your life hell. You're a perfect target. When I first saw you I was afraid of you. Not really afraid, I guess, just taken aback. But also, I felt a real sensitive feeling from you. And for some reason, Frank has adopted you. Much like a stray animal. I'm sorry, I didn't mean it like that. In a good way. Anyway, I just want you to know what you're in for. I have a good feeling about you. You're good for Frank. Maybe it's that he can have an adult friend on a child's level. I'm sorry, I didn't mean it in a bad way.  There's one more thing. It's none of my business why you were in the state hospital. Everyone has something in their past, maybe you tried suicide, maybe you did something -- terrible. But what I see before me is a gentle, simple man. All I want you to promise me is that you're capable of being around Linda and Frank. You know. You would never hurt them under any circumstances, would you?
Person2: I wouldn't never hurt them.
Person1: That's what I thought. I hope I haven't offended you in any way. You seem like a thinker. You seem to always be in deep thought. Tell me something. What are you thinking right now?","Intimidation,Persuasion or Seduction",1,['Safe / No Manipulation'],0,No clear manipulative intent detected.
397,"Person1: Tell me, Vincent.  Do you believe in Santa Claus?
Person2: Can't say that I do.
Person1: Neither do I.  But my children, they're still young.  Do you know who they like even more than jolly old Saint Nicholas?  His helper, Black Peter. An old Russian fairy tale tells of how Santa got so busy looking after all the good kids, he had to hire a helper to punish all the bad kids.  That was Black Peter's job.  He was given the list of all the bad children, and he would visit them in their homes late at night.  And if he caught them not saying their prayers, he would leave a bundle of wooden switches outside their door.  That was a warning.  If they continued to misbehave, he would swoop down and take the children away. And they would never be seen again.",nan,0,"['Persuasion or Seduction', 'Intimidation', 'Playing the Servant Role']",1,"manip_score=0.590; Persuasion or Seduction=0.924, Intimidation=0.891, Playing the Servant Role=0.835"
