Original_Index,Text,True_Label,Extracted_Intent,AI_Predicted_Label,AI_Predicted_Text
985,"Person1: That's just how my brain works, I guess.
Person2: Fascinating. Listen, why don't you come out with us after the lecture. There's a place on the Hill I always get Trip to take me.
Person1: Actually... I just want to go home.
Person2: Oh, don't be silly. No one your age just wants to go home. Besides, faculty will be present. Just think of it as a field trip.",11,"The underlying intent of Person2 appears to be to persuade Person1 to join them, despite Person1's clear indication that they want to go home, likely to exert social influence or pressure on Person1 to participate in the outing.",11,Persuasion or Seduction
986,"Person1: How much do you owe me, Curly?
Person2: Oh, gee, Mr. Gittes we're going out tomorrow. I know you been real good about it but my cousin Auggie's sick.
Person1: Forget it. How would you like to pay me off by taking a couple of passengers to Ensenada... you'd have to leave tonight.
Person2: I don't know...
Person1: I might be able to squeeze an extra seventy-five bucks out of it for you. Maybe an even hundred.
Person2: Plus what I owe you?
Person1: I'll throw that in too.
Person2: Okay, you got yourself a boat.",11,"The speaker, Mr. Gittes, is using a combination of persuasion, manipulation, and financial incentives to pressure Curly into taking a job that benefits Mr. Gittes, while also attempting to collect a debt.",11,Persuasion or Seduction
987,"Person1: Are you crazy, you'll get stung!!
Person2: You're right, let's knock it down.
Person1: What do you want it for anyway?
Person2: For their meat.",0,"The underlying intent of Person2 appears to be a pragmatic and utilitarian motivation, suggesting that they want to knock down the object (likely a beehive) in order to obtain honey or bee meat.",11,Persuasion or Seduction
988,"Person1: One of these days, you're going to wake up in the middle of the night and find that you've cut your throat.
Person2: How clumsy. I'd never forgive myself. Good night my dear.
Person1: You could have got in that room, just as you got in here. How do I know you didn't kill Larry?
Person2: With what motive?
Person1: Nastiness. You're nasty with words. Why wouldn't you be nasty with deeds once in a while? You hated him--and I know why.
Person2: He was very easy to hate. If you'll look in your mirror, when you are in a better temper- you'll know why.",0,"The speaker (Person1) is accusing Person2 of being capable of violence and murder, specifically the murder of Larry, and is suggesting that Person2's nasty and hateful nature makes them a potential suspect.",10,Accusation
989,"Person1: You're seeing bugs where they don't exist, Striker.
Person2: Look at this wiring.  It's shorting out under high temperatures.
Person1: You're tired, Striker, overworked.  That wiring meets all the safety specifications.
Person2: I know you've been subtly spreading the word that I'm having a breakdown.",10,"The underlying intent of Person1 is to deflect Person2's concerns about the wiring issue and shift the focus onto Person2's mental state, implying that they are overworked and seeing things that aren't there.",5,Playing the Victim Role
990,"Person1: Alright, now tell me. What is it?
Person2: There are opportunities in life for gaining knowledge and experience. Sometimes, in some cases, it's necessary to take a risk. I got to thinking. I'll bet a person could learn a lot by getting into that woman's apartment, you know, sneak in and hide and observe.
Person1: You said it was a strange world. And you're the strangest part of it. Are you crazy? She is possibly involved in murder. This gives me the creeps.
Person2: Settle down. I have a plan which I think will work. There is very little for you to do, but I do need your help. Aren't you curious about my plan?
Person1: It wouldn't hurt to hear the plan, I guess.
Person2: Alright. the first thing is to get into her apartment and open a window that I could crawl into later.
Person1: Now, how are you going to do that?
Person2: Right out in the car I happen to have some old overalls and a bug spraying rig. I will go to her apartment and be the pest control man. I will spray her apartment. After a few minutes you will knock on her door, drawing her attention away from me and I will then jimmy a window.
Person1: What will I say when she comes to the door?
Person2: You will be a Jehovah's Witness. I have a few ""Awake"" magazines for you. You don't have to keep her very long. A few seconds is all I'll need. Whatiya think?
Person1: I don't know, it sounds like a good daydream, but actually doing it is too weird. Too dangerous.
Person2: Let's just try the first part. If that goes well, we'll see about the rest. No one will suspect us, because no one would believe two people like us would be crazy enough to do something like this.
Person1: You've got a point there.",11,"The underlying intent of Person2 is to manipulate and deceive others, specifically the woman they suspect of being involved in murder, by using a cleverly planned scheme that involves exploiting the trust of a Jehovah's Witness and using a disguise as a pest control man to gain access to her apartment.",11,Persuasion or Seduction
991,"Person1: It's a miracle she's not dead!
Person2: We have to do something before she tries it again!  I beg of you, my lord, don't let her down... let me organize an escape...
Person1: Jean, it's... it's not so easy...
Person2: But not impossible... Gilles and La Hire are ready to risk everything to save her...
Person1: Jean... me dear, loyal Jean... why do you want to oppose the will of God?  Jeanne wanted to go to Compiegne -- we let her -- she got caught.  Then, on my personal orders, Regnault proposed 30,000 crowns for her ransom, and once again the answer was no.  And now you say she tried to escape, and the answer is still no.  Jean, open your eyes -- can't you see the hand of God in all this?
Person2: No.  I see the hand of Tremoille, and Regnault, and Yolande, and you... and they are dirty hands.",0,"The speaker, Jean, is driven by a desire to save Joan of Arc, whom he believes is being manipulated and betrayed by powerful individuals who are prioritizing their own interests over her well-being.",5,Playing the Victim Role
992,"Person1: I'm sorry I'm late, but something happened.
Person2: You're forgiven if you don't make dates with anybody except me for the rest of the voyage.
Person1: I must say you're persistent--  --it's kind of flattering.",11,"The underlying intent of Person2 is to playfully tease and flirt with Person1, using humor to express their affection and attachment to them.",11,Persuasion or Seduction
993,"Person1: Finish your tour?
Person2: And anxious to get started.  What is this, mostly malaria?
Person1: Yes- but their suffering is only transitory- once they except God into their hearts, He will vanquish all pain.",0,"The underlying intent of the speaker (Person1) is to proselytize and share their Christian faith, using the context of malaria as a means to convey a message about the comfort and relief that comes from accepting God.",11,Persuasion or Seduction
994,"Person1: Rick, I want to talk to you.
Person2: Ah, Cole.  I don't remember ordering an asshole from room service.",0,"The underlying intent of the speaker (Person1, Cole) is to express frustration or annoyance towards Person2 (Rick), likely due to a past issue or conflict.",9,Brandishing Anger
995,"Person1: You know what I want to do?
Person2: Yeah.
Person1: What do I want to do?
Person2: You want to fuck me. But you can't fuck me.
Person1: Why?
Person2: Because, you know why. You know.
Person1: Because your a virgin?
Person2: Because I'm a virgin and I don't want no baby.
Person1: You think I want a baby? When you're with me, you don't have to worry about that kinda stuff.
Person2: Why is that?
Person1: Because I like you. I think you're beautiful. I think if we were together, you would love it. You wouldn't even believe it.
Person2: I wouldn't believe it?
Person1: I don't know. I just think that you would love it.
Person2: But, I don't know. I'm just scared that things would change. Between us.
Person1: What things? I'm telling you, nothing's going to change.  I want to make you happy. That's all.",11,"The underlying intent of the speaker (Person1) appears to be to reassure and comfort the other person (Person2) about their intentions and feelings, while also trying to persuade them to engage in a romantic or intimate relationship despite their initial hesitation and concerns.",11,Persuasion or Seduction
996,"Person1: -- But I wanted you to know first who it was who had beaten you. I, Khan Noonian Singh, the eagle you attempted to cage forever.
Person2: Khan, listen to me -- if its me you want, I'll have myself beamed aboard. All I ask is that you spare my crew.
Person1: That is a most intriguing offer. Typical, I must say of your sterling character. Let me think.",0,"The underlying intent of Khan Noonian Singh is to toy with and manipulate Captain Kirk, using his offer to beam himself aboard as a ploy to gain the upper hand and potentially exploit Kirk's crew.",11,Persuasion or Seduction
997,"Person1: So...you never did tell me...what made you come out to the worker bar that night?
Person2: Just looking for fun, adventure, trouble, I guess.
Person1: Well, ""trouble"" is my middle name. Actually, my  middle name is .985, but I don't tell people.  Hey, Bala, I...I actually have something of yours...you left it at the bar that night.",0,"The underlying intent of Person1 in this conversational text appears to be playful and teasing, using humor to diffuse any potential tension and establish a lighthearted connection with Person2.",11,Persuasion or Seduction
998,"Person1: When I said you being the best salesman here didn't say much, I meant for us. I know your record with Sarber and Webb, and I'd say you're a top-flight man, but you've had no incentive. No one walking on your heels. Just a lot of half asses, so the tendency's been not to stretch yourself. I'm bouncing the slobs, incidentally.
Person2: So I heard.
Person1: Makes no difference to me if they're only on commission. If they don't make good money, they're not giving us good representation, and we can't afford to have them around. Ever supervise salesmen?
Person2: Just myself.
Person1: That's right, you've had to supervise yourself. This place needs a sales manager. Somebody who's proved he's a salesman and can handle other salesmen. He'd have a lot of deadwood to clear out, new men to hire. What do you think?",11,"The speaker, Person1, is suggesting that Person2, who is a top salesman, is not reaching his full potential due to the lack of competition and is proposing that Person2 take on a leadership role as a sales manager to motivate and lead the team.",11,Persuasion or Seduction
999,"Person1: Youre right. I was so desperate to make everyone believe I was happy that I spent six grand on a lie. And after all that? The only one who ended up falling for it was me.
Person2: Go ahead, Kat. Hate me. You were running out of steam on the whole Jeffrey thing. Maybe now youll be able to hold onto this just long enough to ruin your next relationship.",0,The underlying intent of Person2 is to deflect blame and guilt from themselves by implying that Person1 (Kat) was already struggling with her relationship and was using the situation with Person2 as a distraction or a way to cope with her own issues.,5,Playing the Victim Role
1000,"Person1: One question. Do you want to stick to that story, or do you want to keep your teeth?
Person2: I want to keep my teeth.
Person1: Now I'll ask you another. You think I got no contacts out here? That nag paid off at just the opening price. There wasn't hardly a flutter on the tote board from the time the odds were posted. There ain't enough action to tickle the tote, but you claim a ten grand win! You send me ten thousand dollars, like I'm some mark you can blow off!
Person2: Bobo, no, I --
Person1: You wanna talk to me straight up?
Person2: My son --
Person1: Your what?
Person2: My son was in the hospital --
Person1: What are you doing with a son?
Person2: He left home a long time ago. He was in the hospital, up in Los Ang gleez, real sick.
Person1: Motherhood.
Person2: I never messed up before, bobo.
Person1: You expect me to buy this?",4,"The speaker, Person1, is attempting to intimidate and manipulate Person2 into revealing the truth about their claim of a $10,000 win, while also trying to uncover the underlying reason for Person2's desperation.",8,Intimidation
1001,"Person1: What are you doing?
Person2: I'm moving. Remember? What's with the hooded cloak?
Person1: Nothing. Don't go, Craig. I've been thinking. Let's try to work this out. We've got so much history.
Person2: You should feed your animals. They're looking peaked.
Person1: I'm getting rid of the animals.
Person2: What?
Person1: I'm getting rid of the animals. I've lost interest. Besides, they're standing between you and me.
Person2: No they're not.
Person1: You've always hated the animals.
Person2: You've always loved the animals.
Person1: I'm giving them up. I've changed. I've found a new focus.
Person2: What's that?
Person1: Us, of course.",11,"The underlying intent of the speaker (Person1) is to manipulate and control Craig (Person2) by using guilt, emotional manipulation, and a false sense of change, ultimately trying to rekindle their relationship.",6,Playing the Servant Role
1002,"Person1: There's no point in helping some of them when there are so many others.
Person2: I know perfectly well how little I can do. What I want to do is give passing beggars a roof, some food, and a bit of human warmth.
Person1: Is that all you're going to devote your life to?
Person2: I'm not sure yet. I've had a shock recently, and I'm only beginning to get over it. Perhaps I'll go back to the convent one day.",10,"The underlying intent of Person2 is to express their genuine desire to help those in need, particularly the vulnerable, and to find a sense of purpose and meaning in their life, possibly through charitable work or a return to their previous life in a convent.",5,Playing the Victim Role
1003,"Person1: Tell them I'm keeping what's left. I earned it.  I probably killed some poor bastard for it.
Person2: He seems to think he's entitled to it all.
Person1: Not all.  They already have a third.  The question is how much of that are they willing to give to get you back?
Person2: You won't shoot me.  That's not your style.
Person1: We might hit a bump and the gun might go off.  Ever see that Tarantino movie -- where Travolta blew that guy away in the back seat -- purely by accident?
Person2: Do you have to point that?
Person1: Absolutely.  And Topanga Canyon has a hell of a lot of potholes if I recall.
Person2: He seems to be headed for Topanga.
Person1: I'm not trying to lose them.  Nor am I exceeding any speed limits.
Person2: The one thing you don't want is to attract the police.
Person1: Granted, the cops are not an alternative.  Certainly not with one of their own still locked in my trunk.
Person2: I don't hear him moving around anymore.
Person1: Those shots your associates got off may not have done him too much good.  That's on their head.  All I did I was put him there.
Person2: A typical mess-up.
Person1: What's that supposed to me?
Person2: I knew you were a loser the first night I laid eyes on you.
Person1: You, I would've noticed.
Person2: Oh no, you were too busy trying to keep some Croatian from slapping the shit out of his girlfriend. She showed her gratitude by almost taking your eye out with her spiked heel.
Person1: You were at the Emerald that night?
Person2: Naturally you didn't learn your lesson.
Person1: I guess I ought to stop seeing woman as victims.
Person2: I think it was my tone of voice more than anything else that sold you.  And when you thought I was being kicked around, I wish I could've seen your face.
Person1: You're enjoying this too much.",7,"The underlying intent of the speaker (Person1) in this conversational text appears to be a mix of self-justification, manipulation, and a desire to assert control over the situation, while also subtly revealing a complex and troubled personality.",4,Rationalization
1004,"Person1: Darling, I just heard.  You poor sausage, are you all right?
Person2: I'm fine.  I got hot.
Person1: Lady H said she thought you might be -
Person2: I'm not pregnant.  I'm hot.  I'm too hot.
Person1: Right.
Person2: Aren't you?
Person1: Sweltering.  Come on, I'll take you home.
Person2: Can't we really go home?  I can't breathe. Aren't you dying for green, anything green, or rain, wouldn't you die to feel rain on your face? It's Christmas and it's all - I don't know - if you asked me I'd go home tomorrow.  If you wanted.
Person1: Sweetheart, you know we can't go home, there might be a war.
Person2: Geoffrey, you do so love putting on a disguise.
Person1: I do so love you.  What do you smell of?
Person2: What?
Person1: Marzipan!  I think you've got marzipan in your hair.  No wonder you're homesick.",11,"The underlying intent of the speaker (Person1) is to comfort and reassure their partner (Person2) while also subtly teasing and poking fun at their homesickness and emotional state, likely due to the heat and festive atmosphere.",6,Playing the Servant Role
1005,"Person1: I want you to give up your work....
Person2: Mom, please don't start that again....
Person1: You could teach...You could....
Person2: I'm not going to quit now....
Person1: You're all I have left...I don't want you going in the water....",0,"The underlying intent of the speaker (Person1) is to express concern and protectiveness towards Person2, likely due to a fear of loss or danger, and is trying to persuade them to change their current path or behavior.",11,Persuasion or Seduction
1006,"Person1: Pete, you're through!
Person2: What do you mean -- through?
Person1: I mean I'm scratching your name off the ticket Tuesday and running Czernecki in your place. It's nothing personal. And, Pete -- it's the only way out. It's a sacrifice we all ought to be glad to make.
Person2: Fred!
Person1: Now, Pete! Please don't appeal to my Sentimental side.
Person2: Fred, I don't know what to say. A thing like this almost destroys a man's faith in human nature.
Person1: I wish you wouldn't talk like that, Pete.
Person2: Our families, Fred. I've always looked on Bessie as my own sister.
Person1: If there was any way out...",4,"The underlying intent of the speaker, Fred, is to inform Pete that he is being replaced, likely in a context of a competition or election, and that this decision is necessary for the greater good, but Fred's tone and words suggest a deeper, more personal motivation that may involve a difficult choice or sacrifice.",6,Playing the Servant Role
1007,"Person1: But suppose you find nothing but a wasteland. How will you survive?
Person2: He won't survive.  Do you know what sort of life awaits you out there, Taylor? That of an animal. If you aren't eventually hunted down and killed by apes, some jungle beast will devour you.",0,The underlying intent of Person2 in this conversation is to discourage and intimidate Taylor by painting a bleak and hopeless picture of their potential fate in a post-apocalyptic wasteland.,8,Intimidation
1008,"Person1: Mr Rothstein, sir, let me put her on suspension.
Person2: Never mind the 'sir'. Never mind the 'sir'.
Person1: Well, sir, I was just...
Person2: Why is she eight pounds over?
Person1: ...trying to offer you the respect that your...
Person2: I...
Person1: ...position...
Person2: 'Mr Rothstein' is good enough.
Person1: Mr Rothstein... well, sometimes, when you reach that pressure point, when you put that pressure point on them, you know, it shows...
Person2: She could at least lose half a pound or a quarter.  Listen...
Person1: ...and she doesn't always -
Person2: ...all you do is give me answers. Just - just give me the right answer.
Person1: But, sir. Well, I don't know why. I guess, maybe, because she's frightened that if she doesn't lose the weight she may even get fired.
Person2: That's right. She will get fired. In fact, I want you to send her back to Paris.
Person1: It's always been our policy -
Person2: No. Just stop everything.",11,"The underlying intent of Mr. Rothstein in this conversation is to assert his authority and control over the situation, emphasizing the importance of results and efficiency over respect or protocol.",8,Intimidation
1009,"Person1: What can you do when you have to be a man?
Person2: Well, now--
Person1: Just give me a direct answer!  You going to stop me from going, Dad?
Person2: You know I never stop you from anything.  Believe me--you're at a wonderful age.  In ten years you'll look back on this and wish you were a kid again.
Person1: Ten years?  Now, Dad--I need an answer now!
Person2: I just want to show you how foolish you are.  When you're older you'll laugh at yourself for thinking this is so important--",11,The underlying intent of the speaker (Person2) is to teach or guide the younger person (Person1) to gain perspective and maturity by learning to appreciate the present moment and not get caught up in the urgency and importance of their current desires.,6,Playing the Servant Role
1010,"Person1: Ben --
Person2: Oh, you remember my name do you?  You happen to remember what you swore to do with every breath in your body?
Person1: We're working as hard as we can --
Person2: Yeah.  I can tell.  Victor was right.",0,"The underlying intent of the speaker (Person2) appears to be one of sarcasm and criticism, implying that Person1 is not living up to their previous commitments or promises.",7,Shaming or Belittlement
1011,"Person1: Dude, it's not like I haven't been trying to get laid.
Person2: This is different.  This is better. Think of when you're working out, Oz. You need a partner, someone to spot you.  Someone to keep you motivated.",11,"The underlying intent of the speaker (Person2) is to convey that the current situation is a more meaningful and supportive partnership, rather than just a casual or superficial encounter.",11,Persuasion or Seduction
1012,"Person1: You believe that I love you?
Person2: Yes.
Person1: And if you lose me, you'll know that I loved you and wanted to go on loving you.
Person2: I won't lose you.",0,"The underlying intent of Person2 is to reassure Person1 of their commitment and prevent them from feeling a sense of loss or abandonment, suggesting a deep emotional connection and desire to maintain the relationship.",6,Playing the Servant Role
1013,"Person1: You don't expect me to believe that for one minute, do you?  Does it matter what's on them? Really? ... Murder, Dick?  Sex?  Your secrets, your fantasies?  Or just me and you and ...
Person2: Don't be ridiculous!
Person1: I remember Alger Hiss.  I know how ugly you can be -- you're capable of anything.  But you see, it doesn't really matter, at the end of the day, what's on them.  Because you have absolutely no remorse.  No concept of remorse.  You want the tapes to get out, you want them to see you at your worst ...
Person2: You're drunk!",0,"The speaker (Person1) is accusing the other person (Person2) of being ruthless and lacking remorse, implying that they are willing to reveal damaging secrets or information to harm others, and are trying to provoke a reaction from Person1.",10,Accusation
1014,"Person1: We didn't sign on for this shit. This shit is intense. I need to call my agent.
Person2: Just shut up and do what they say. They're gonna kill us if we don't, Ian.",8,"The underlying intent of Person1 is to express frustration and possibly seek an exit or support, while the underlying intent of Person2 is to convey a sense of urgency and obedience, likely due to a situation of high stakes or danger.",8,Intimidation
1015,"Person1: Do you know who I am, Mr. Lounds?
Person2: I don't want to know.
Person1: According to you I'm a sexual failure. An animal, you said.  You know now, don't you?
Person2: Yes.
Person1: Do you feel privileged?
Person2: I'm very scared.
Person1: Do you pray to God, Mr. Lounds?
Person2: Yes.
Person1: Do you believe God is in attendance here, Mr. Lounds?
Person2: I don't know...
Person1: In a little while I'll help you understand.",0,"The speaker, likely a serial killer, is taunting and psychologically manipulating Person2, Mr. Lounds, to create a sense of fear and vulnerability, while also hinting at a sinister and violent outcome.",5,Playing the Victim Role
1016,"Person1: Oh! The evening before, I see...
Person2: Yes, Dr. Furtwngler was absolutely clear about this: politics and art must be kept separate.
Person1: Politics and art must be kept separate. I'll remember that. But let me see if you can help me with something I just don't understand. I'd really like to know why all you guys are so crazy about him. What's his secret?",0,"The underlying intent of the speaker (Person1) is to understand the appeal and admiration of Dr. Furtwangler, likely a renowned figure in the arts, and to gain insight into what makes him special.",11,Persuasion or Seduction
1017,"Person1: Its sad to hear your life is such a disappointment to you, Jack.
Person2: I cant believe its not a disappointment to you!  Jesus, Kate, I couldve been a thousand times the man I became.  How could you do this to me?  How could you let me give up on my dreams like this?!",10,"The underlying intent of Person2, Jack, is to express deep hurt, anger, and resentment towards Person1, Kate, for allegedly discouraging or sabotaging his dreams and aspirations, leading to feelings of regret and disappointment in his life.",5,Playing the Victim Role
1018,"Person1: Mom, please
Person2: You'll have to watch Jamie tonight.
Person1: Not tonight. I've got that date with Brady. You know how important that is.
Person2: Well tonight is very important for your father and me.
Person1: Can't you find somebody else?
Person2: Its too late.
Person1: What am I supposed to tell Brady? Sorry, but I've got to baby-sit my foster sister, go and have fun by yourself.
Person2: Its not exactly the end of the world, for goodness sake",0,"The underlying intent of the speaker (Person2) is to prioritize family obligations over the speaker's (Person1) personal plans and desires, specifically to have a date with Brady.",7,Shaming or Belittlement
1019,"Person1: Did they give you a rough time?
Person2: No.  You bastard. You knew they'd come back.
Person1: No, I didn't,  Does Albert Swift still live over the ferry?
Person2: Get knotted.
Person1: All right. All right. I want to square things with you first.
Person2: Oh yes? How?",0,"The underlying intent of Person2 appears to be anger and resentment towards Person1, likely due to a past betrayal or unfulfilled expectation, and they are now seeking to confront and settle the issue.",9,Brandishing Anger
1020,"Person1: Can I get that credit card from you?
Person2: I don't like to use that credit card, Dignan.
Person1: Why not?
Person2: Because my mom gets the bill.
Person1: She's not going to notice, Anthony.
Person2: I don't want to use it.
Person1: Well, then cut it in half.
Person2: I keep it for emergencies.
Person1: Anthony, we're on the run. This is an emergency. It's only fair that...",0,"The underlying intent of the speaker (Person1, Dignan) is to persuade Person2 (Anthony) to use the credit card for their benefit, despite Anthony's reluctance, by framing their situation as an emergency and implying it's only fair that Anthony contributes.",11,Persuasion or Seduction
1021,"Person1: What did you do that for?
Person2: If you didn't want to go out with me anymore, why didn't you just say it? Instead, you beat around the bush and see that woman behind my back!
Person1: What're you talking about?
Person2: You've been talking to her on the phone for weeks!
Person1: It was only a few times...
Person2: And then you pull that shit this morning, freaking out because I've gone down on a couple guys!
Person1: A couple...?
Person2: I'm not the one trying to patch things up with my ex, sneaking around behind your back! And if you think that being with thirty-seven people is a lot, then just wait, mister.
Person1: Would you let me explain...
Person2: Explain what? How you were waiting until the time was right, and then you were going to dump me for her?
Person1: Veronica... I... it's not like that anymore... I mean, it was never really like that...",10,"The underlying intent of Person2 is to express hurt, betrayal, and anger towards Person1 for perceived infidelity and dishonesty, and to accuse Person1 of planning to end their relationship with Person2 for someone else.",10,Accusation
1022,"Person1: I'm supposed to be leaving on a fellowship that I worked for my entire life.  I don't even care.  I met this boy over the summer, and I, I can't see him because of this, I can't talk to him, I can't talk to my father about... I wore these clothes, I thought, I thought that if I looked right and if I acted right then someone would talk to me.  But I look awful and I feel awful, could you, could you please talk to me?  Be a little decent.
Person2: We believe that your father operates in a large pool of cash that comes from phoney billings, phoney patients.  We've been investigating him for five years.  We believe that when they die, he takes their money.
Person1: Pardon me?
Person2: Look, why don't you check it out for yourself?  See if your father fits the profile.
Person1: What's the profile?
Person2: Well, take a look around the house.  Is everything nice, but not too nice?  Are there lots of, uh, rugs, pieces of art, stereo equipment, uh, furniture, a lot of things bought with cash?  Does he give a lot of gifts?  Do the major items in your house cover around the nine thousand-dollar range?
Person1: You're trying to get me to say something, that's why you're telling me all of this.
Person2: Don't let your father's business infect your life.
Person1: How can you, how can you say that?
Person2: Because he's guilty.
Person1: No, no he's not.
Person2: We have records.  We have proof.  I'm sorry to be the one to have to tell you this, but it's going to get worse.  Now, if I were you, I would take that fellowship.",11,"The underlying intent of the speaker (Person2) is to manipulate and emotionally exploit the situation to get Person1 to confront the possibility that their father is involved in illicit activities, rather than genuinely offering help or support.",10,Accusation
1023,"Person1: What's the matter, Norma?
Person2: Nothing.  I just didn't realize what it would be like to come back to the old studio.  I had no idea how I'd missed it.
Person1: We've missed you too, dear.
Person2: We'll be working again, won't we, Chief? We'll make our greatest picture.
Person1: That's what I want to talk to you about.
Person2: It's a good script, isn't it?
Person1: It's got a lot of good things.  Of course, it would be an expensive picture...
Person2: I don't care about the money. I just want to work again.  You don't know what it means to know that you want me.
Person1: Nothing would thrill me more -- if it were possible.
Person2: But remember, darling -- I don't work before ten in the morning, and never after 4",11,"The underlying intent of the speaker (Norma) is to reassert her control and influence over her work and her relationship with the Chief, while also expressing her desire to return to her previous role and status.",5,Playing the Victim Role
1024,"Person1: The arrangement is over!
Person2: No kidding. NO KIDDING!
Person1: And I still get my money. I need some cash right now. You can't just put me in the street.
Person2: I'll get your cash. You haven't been straight with me ever since I met you! You never loved me in the first place!  I need eyes in the back of my head with you, you bitch!",0,"The underlying intent of Person2 is to express anger and betrayal towards Person1, feeling deceived and manipulated throughout their relationship, and is now using this opportunity to assert control and retribution.",9,Brandishing Anger
1025,"Person1: I'll tell ya what you did, smart boy.  You tied into a loaded mark on 47th across from Maxies.  You and Coleman played the switch for him and blew him off to a cab on 49th.  If he hadn't been a numbers runner for Doyle Lonnegan, it woulda been perfect.
Person2: You're crazy.  I'm not stupid enough to play for rackets money.
Person1: Not intentionally maybe, but that don't make no difference to Lonnegan. He'll swat you like any fly.
Person2: I'll square it with the fixer.
Person1: Nobody can buy you a prayer, if I put the finger on ya.",0,"The speaker, Person1, is threatening and intimidating Person2, implying that Person2 unknowingly participated in a crime and will be held accountable by a powerful figure, Doyle Lonnegan, if they don't take responsibility for their actions.",8,Intimidation
1026,"Person1: I don't know what to think, Marlon. Maybe I'm going out of my mind, but I get the feeling that the world revolves around me somehow.
Person2: It's a lot of world for one man.  You sure that's not wishful thinking, you wishing you'd made something more of yourself? Christ, Truman, who hasn't sat on the John and had an imaginary interview on ""Seahaven Tonight""?  Who hasn't wanted to be somebody?
Person1: This is different.  Everybody seems to be in on it.",11,"The underlying intent of the speaker, Truman, is to express a sense of paranoia and delusion that he is at the center of a grand, possibly manipulated, universe, and that others are aware of and complicit in this supposed reality.",5,Playing the Victim Role
1027,"Person1: I've spent eighty years looking for another way, Captain. This is the only one.  Of course, you could always come with me. You fancy yourself an explorer. Here's a chance to explore something no human has ever experienced.
Person2: Not if it means killing over two hundred million people.  I wonder, did your wife Leandra know that she married a man who was capable of mass murder?",0,"The underlying intent of the speaker (Person2) is to morally condemn and question the character of Person1, implying that their actions are inhumane and that they are willing to sacrifice countless lives for their own goals.",7,Shaming or Belittlement
1028,"Person1: You're very late.
Person2: Sorry.
Person1: Please don't do it again.
Person2: I said I was sorry.
Person1: I can't move my patients around to accommodate one person.",0,"The underlying intent of Person1 is to express frustration and convey that Person2's tardiness is causing inconvenience and disrupting their schedule, rather than simply seeking an apology.",8,Intimidation
1029,"Person1: I leave it to you, Mr. Deeds. Can you conceive of any court not being in sympathy with any woman who gave up the best years of her life for an old man like your uncle?
Person2: What kind of wife did you say she was?
Person1: Common-law wife. On top of that, there's a child.
Person2: A child? My uncle's?
Person1: Yes, sir.
Person2: That's awful. The poor woman should be taken care of immediately.
Person1: I'm glad to see you're willing to be reasonable, Mr. Deeds.
Person2: If she was his wife, she should have all the money. That's only fair. I don't want a penny of it.",11,"The speaker, Mr. Deeds, initially appears to be sympathetic to the woman's situation, but ultimately reveals a more selfless and generous intent by offering to give her all of his uncle's money, rather than keeping it for himself.",6,Playing the Servant Role
1030,"Person1: It's just an innocent question.  Besides I just wanted to clarify your intentions.
Person2: Whaddya mean?
Person1: Well I just wanted to make sure you know, fully and completely, that you're never gonna get any from me, at least in this lifetime.",0,"The underlying intent of Person1 is to clearly communicate their disinterest in a romantic or physical relationship with Person2, and to set boundaries to avoid any potential misunderstandings or expectations.",6,Playing the Servant Role
1031,"Person1: Time is running out, Dana.  Soon it will be midnight and the city will be mine -- and Vigo's.  Well, mainly Vigo's.  But we have a spectacular opportunity to make the best of our relationship.
Person2: We don't have a relationship.
Person1: I know.  Marry me, Dana, and together we will raise Vigo as our son.  There are many perks that come with being the mother of a living god.  I'm sure he will supply for us a magnificent apartment.  And perhaps a car and free parking.
Person2: I hate and despise you and everything you stand for with all my heart and soul.  I could never forgive what you've done to me and my child.
Person1: Many marriages begin with a certain amount of distance, but after a while I believe we could learn to love each other.  Think about it.
Person2: I'd rather not.",11,"The speaker, Person1, is attempting to manipulate and coerce Person2 into marrying them by offering material benefits and downplaying their past wrongdoings, while also trying to convince Person2 to overlook their deep-seated hatred and consider a romantic relationship.",11,Persuasion or Seduction
1032,"Person1: Haven't you heard what I said?
Person2: I told him to come up! I told him you wanted to show them all that there's nothing wrong with you any more, that you're completely cured!
Person1: I'm not cured. I was never sick! They had no business putting me in there! My only responsibility is to myself now!
Person2: You... you selfish, selfish child. At least talk to him, hear what he has to say.
Person1: No!
Person2: You want to throw it all away, is that it? You had everything, little sister. Beauty... a brilliant career... a wonderful husband. You were a movie star!
Person1: Mama, shut up!
Person2: And now you're throwing everything away? You're gonna be a nobody! Nobody! You know what that's like?!
Person1: You... You'd send me back, wouldn't you? You would.",0,"The underlying intent of the speaker (Person1) is to assert her independence and autonomy, refusing to be controlled or manipulated by others, particularly her mother, who is trying to guilt trip her into conforming to societal expectations.",5,Playing the Victim Role
